agency_name,agency_ref,county,program_type,date,adults,children,new_households,seniors,total_individuals
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2024-11-30,0.0,15.0,0.0,0.0,0.0
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2024-12-31,0.0,20.0,0.0,0.0,0.0
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2025-01-31,0.0,14.0,0.0,0.0,0.0
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2025-02-28,0.0,13.0,0.0,0.0,0.0
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2025-03-31,0.0,20.0,0.0,0.0,0.0
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2025-04-30,0.0,20.0,0.0,0.0,0.0
BP - Asbury Elementary - SHBP,02087,Erie,BackPacks,2025-05-31,0.0,15.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2024-07-31,0.0,7.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2024-08-31,0.0,7.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2024-10-31,0.0,93.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2024-11-30,0.0,93.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2024-12-31,0.0,97.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2025-01-31,0.0,99.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2025-02-28,0.0,98.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2025-03-31,0.0,98.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2025-04-30,0.0,96.0,0.0,0.0,0.0
BP - Belle Valley School - SHBP,02081,Erie,BackPacks,2025-05-31,0.0,96.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2024-10-31,0.0,24.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2024-11-30,0.0,27.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2024-12-31,0.0,27.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2025-01-31,0.0,27.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2025-02-28,0.0,31.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2025-03-31,0.0,31.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2025-04-30,0.0,29.0,0.0,0.0,0.0
BP - Cochranton Elementary - SHBP,02118,Crawford,BackPacks,2025-05-31,0.0,29.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2024-10-31,0.0,25.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2024-11-30,0.0,25.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2024-12-31,0.0,25.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2025-01-31,0.0,25.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2025-02-28,0.0,25.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2025-03-31,0.0,30.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2025-04-30,0.0,30.0,0.0,0.0,0.0
BP - Community Country Day School - SHBP,02114,Erie,BackPacks,2025-05-31,0.0,30.0,0.0,0.0,0.0
BP - Countryside Estates - SHBP,02116,Erie,BackPacks,2024-07-31,0.0,90.0,0.0,0.0,0.0
BP - Countryside Estates - SHBP,02116,Erie,BackPacks,2024-08-31,0.0,90.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2024-10-31,0.0,160.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2024-11-30,0.0,155.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2024-12-31,0.0,155.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2025-01-31,0.0,153.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2025-02-28,0.0,155.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2025-03-31,0.0,155.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2025-04-30,0.0,154.0,0.0,0.0,0.0
BP - Diehl Elementary School - SHBP,02042,Erie,BackPacks,2025-05-31,0.0,154.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2024-10-31,0.0,130.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2024-11-30,0.0,144.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2024-12-31,0.0,144.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2025-01-31,0.0,152.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2025-02-28,0.0,154.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2025-03-31,0.0,156.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2025-04-30,0.0,150.0,0.0,0.0,0.0
BP - Edison Elementary School - SHBP,02024,Erie,BackPacks,2025-05-31,0.0,150.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2024-10-31,0.0,18.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2024-11-30,0.0,15.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2024-12-31,0.0,17.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2025-01-31,0.0,15.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2025-02-28,0.0,17.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2025-03-31,0.0,17.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2025-04-30,0.0,17.0,0.0,0.0,0.0
BP - Fairview Elementary - SHBP,02113,Erie,BackPacks,2025-05-31,0.0,17.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2024-10-31,0.0,135.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2024-11-30,0.0,138.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2024-12-31,0.0,143.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2025-01-31,0.0,144.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2025-02-28,0.0,144.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2025-03-31,0.0,144.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2025-04-30,0.0,138.0,0.0,0.0,0.0
BP - First District Elementary - SHBP,02117,Crawford,BackPacks,2025-05-31,0.0,138.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2024-10-31,0.0,23.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2024-11-30,0.0,28.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2024-12-31,0.0,28.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2025-01-31,0.0,37.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2025-02-28,0.0,39.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2025-03-31,0.0,35.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2025-04-30,0.0,33.0,0.0,0.0,0.0
BP - Grandview Elementary - SHBP,02053,Erie,BackPacks,2025-05-31,0.0,35.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2024-07-31,0.0,90.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2024-10-31,0.0,122.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2024-11-30,0.0,118.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2024-12-31,0.0,118.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2025-01-31,0.0,125.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2025-02-28,0.0,125.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2025-03-31,0.0,125.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2025-04-30,0.0,122.0,0.0,0.0,0.0
BP - Grover Cleveland - SHBP,02112,Erie,BackPacks,2025-05-31,0.0,122.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2024-07-31,0.0,35.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2024-10-31,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2024-11-30,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2024-12-31,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2025-01-31,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2025-02-28,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2025-03-31,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2025-04-30,0.0,160.0,0.0,0.0,0.0
BP - Harding Elementary - SHBP,02027,Erie,BackPacks,2025-05-31,0.0,160.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2024-10-31,0.0,140.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2024-11-30,0.0,141.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2024-12-31,0.0,142.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2025-01-31,0.0,140.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2025-02-28,0.0,141.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2025-03-31,0.0,142.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2025-04-30,0.0,142.0,0.0,0.0,0.0
BP - Iroquois Elementary - SHBP,02102,Erie,BackPacks,2025-05-31,0.0,142.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2024-10-31,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2024-11-30,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2024-12-31,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2025-01-31,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2025-02-28,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2025-03-31,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2025-04-30,0.0,110.0,0.0,0.0,0.0
BP - Jefferson Elementary - SHBP,02029,Erie,BackPacks,2025-05-31,0.0,110.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2024-10-31,0.0,70.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2024-11-30,0.0,70.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2024-12-31,0.0,70.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2025-01-31,0.0,117.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2025-02-28,0.0,121.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2025-03-31,0.0,125.0,0.0,0.0,0.0
BP - Joanna Connell Elementary - SHBP,02030,Erie,BackPacks,2025-05-31,0.0,125.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2024-07-31,0.0,20.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2024-10-31,0.0,121.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2024-11-30,0.0,121.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2024-12-31,0.0,120.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2025-01-31,0.0,122.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2025-02-28,0.0,123.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2025-03-31,0.0,123.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2025-04-30,0.0,117.0,0.0,0.0,0.0
BP - Lincoln Elementary - SHBP,02031,Erie,BackPacks,2025-05-31,0.0,118.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2024-10-31,0.0,40.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2024-11-30,0.0,42.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2024-12-31,0.0,42.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2025-01-31,0.0,44.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2025-02-28,0.0,44.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2025-03-31,0.0,44.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2025-04-30,0.0,44.0,0.0,0.0,0.0
BP - McKinley School - SHBP,02022,Erie,BackPacks,2025-05-31,0.0,44.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2024-10-31,0.0,10.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2024-11-30,0.0,10.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2024-12-31,0.0,9.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2025-01-31,0.0,9.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2025-02-28,0.0,9.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2025-03-31,0.0,9.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2025-04-30,0.0,9.0,0.0,0.0,0.0
BP - Mill Village Elementary - SHBP,02074,Erie,BackPacks,2025-05-31,0.0,9.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2024-10-31,0.0,102.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2024-11-30,0.0,102.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2024-12-31,0.0,104.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2025-01-31,0.0,104.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2025-02-28,0.0,104.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2025-03-31,0.0,88.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2025-04-30,0.0,88.0,0.0,0.0,0.0
BP - Neason Hill Elementary - SHBP,02121,Crawford,BackPacks,2025-05-31,0.0,88.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2024-10-31,0.0,50.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2024-11-30,0.0,50.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2024-12-31,0.0,60.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2025-01-31,0.0,60.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2025-02-28,0.0,60.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2025-03-31,0.0,60.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2025-04-30,0.0,60.0,0.0,0.0,0.0
BP - North East Elementary Center - SHBP,02105,Erie,BackPacks,2025-05-31,0.0,60.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2024-07-31,0.0,28.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2024-08-31,0.0,28.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2024-10-31,0.0,61.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2024-11-30,0.0,62.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2024-12-31,0.0,62.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2025-01-31,0.0,62.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2025-02-28,0.0,62.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2025-03-31,0.0,62.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2025-04-30,0.0,62.0,0.0,0.0,0.0
BP - Northwestern Elementary - SHBP,02100,Erie,BackPacks,2025-05-31,0.0,62.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2024-10-31,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2024-11-30,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2024-12-31,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2025-01-31,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2025-02-28,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2025-03-31,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2025-04-30,0.0,170.0,0.0,0.0,0.0
BP - Perry Elementary - SHBP,02033,Erie,BackPacks,2025-05-31,0.0,170.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2024-10-31,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2024-11-30,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2024-12-31,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2025-01-31,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2025-02-28,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2025-03-31,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2025-04-30,0.0,230.0,0.0,0.0,0.0
BP - Pfeiffer Burleigh - SHBP,02034,Erie,BackPacks,2025-05-31,0.0,230.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2024-10-31,0.0,16.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2024-11-30,0.0,17.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2024-12-31,0.0,17.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2025-01-31,0.0,17.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2025-02-28,0.0,17.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2025-03-31,0.0,16.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2025-04-30,0.0,16.0,0.0,0.0,0.0
BP - Robert Benjamin Wiley - SHBP,02056,Erie,BackPacks,2025-05-31,0.0,16.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2024-10-31,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2024-11-30,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2024-12-31,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2025-01-31,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2025-02-28,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2025-03-31,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2025-04-30,0.0,25.0,0.0,0.0,0.0
BP - Robison Elementary - SHBP,02072,Erie,BackPacks,2025-05-31,0.0,25.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2024-07-31,0.0,50.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2024-08-31,0.0,50.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2024-10-31,0.0,14.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2024-11-30,0.0,15.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2024-12-31,0.0,15.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2025-01-31,0.0,15.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2025-02-28,0.0,15.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2025-03-31,0.0,15.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2025-04-30,0.0,15.0,0.0,0.0,0.0
BP - Sarah Reed - SHBP,02055,Erie,BackPacks,2025-05-31,0.0,15.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2024-10-31,0.0,142.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2024-11-30,0.0,144.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2024-12-31,0.0,144.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2025-01-31,0.0,146.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2025-02-28,0.0,146.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2025-03-31,0.0,146.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2025-04-30,0.0,150.0,0.0,0.0,0.0
BP - Second District Elementary - SHBP,02119,Crawford,BackPacks,2025-05-31,0.0,139.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2024-07-31,0.0,27.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2024-08-31,0.0,27.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2024-10-31,0.0,56.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2024-11-30,0.0,56.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2024-12-31,0.0,56.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2025-01-31,0.0,56.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2025-02-28,0.0,56.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2025-03-31,0.0,56.0,0.0,0.0,0.0
BP - Springfield Elementary - SHBP,02057,Erie,BackPacks,2025-04-30,0.0,56.0,0.0,0.0,0.0
